col1 = Filename
col2 = Percent correct ID
col3 = Number (out of 20) heard as iy
col4 = Number (out of 20) heard as ih
col5 = Number (out of 20) heard as ei
col6 = Number (out of 20) heard as eh
col7 = Number (out of 20) heard as ae
col8 = Number (out of 20) heard as ah
col9 = Number (out of 20) heard as aw
col10= Number (out of 20) heard as oa
col11= Number (out of 20) heard as oo
col12= Number (out of 20) heard as uw
col13= Number (out of 20) heard as uh
col14= Number (out of 20) heard as er
col15= Signal heard predominately as this vowel

Note: An asterisk to the far right means that the majority vote was
      for a vowel other than that intended by the talker.

Filename    %ID   iy  ih  ei  eh  ae  ah  aw  oa  oo  uw  uh  er Vote
m30iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m30oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m30oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m30uh.w     80.0   0   0   0   0   0   0   0   0   4   0  16   0  uh
m30uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m31ae.w     25.0   0   0   0  15   5   0   0   0   0   0   0   0  eh *
m31ah.w     65.0   0   0   0   0   1  13   0   0   0   0   6   0  ah
m31aw.w     30.0   0   0   0   0   0   3   6   0   0   0  11   0  uh *
m31eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m31ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m31er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m31ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m31iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m31oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m31oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
m31uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m31uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m32ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
m32ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
m32aw.w     70.0   0   0   0   0   0   1  14   0   0   0   5   0  aw
m32eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m32ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m32er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m32ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m32iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m32oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m32oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m32uh.w     95.0   0   0   0   0   0   0   1   0   0   0  19   0  uh
m32uw.w     85.0   0   0   0   0   0   0   0   1   2  17   0   0  uw
m33ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
m33ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m33aw.w     85.0   0   0   0   0   0   3  17   0   0   0   0   0  aw
m33eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m33ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m33er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m33ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m33iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m33oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m33oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m33uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m33uw.w     90.0   0   0   0   0   0   0   0   1   0  18   0   1  uw
m34ae.w     35.0   0   0   0  13   7   0   0   0   0   0   0   0  eh *
m34ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m34aw.w     95.0   0   0   0   0   0   0  19   0   0   0   1   0  aw
m34eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m34ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m34er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m34ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m34iy.w     95.0  19   0   0   0   0   0   0   0   1   0   0   0  iy
m34oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m34oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m34uh.w     95.0   0   0   0   0   0   0   0   0   0   1  19   0  uh
m34uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
m35ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
m35ah.w     90.0   0   0   0   0   1  18   1   0   0   0   0   0  ah
m35aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
m35eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m35ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m35er.w     95.0   1   0   0   0   0   0   0   0   0   0   0  19  er
m35ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m35iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m35oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m35oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m35uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m35uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m36ae.w     90.0   0   0   0   2  18   0   0   0   0   0   0   0  ae
m36ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m36aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
m36eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
m36ei.w     90.0   0   1  18   1   0   0   0   0   0   0   0   0  ei
m36er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m36ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m36iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m36oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m36oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m36uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m36uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m37ae.w     60.0   0   0   0   8  12   0   0   0   0   0   0   0  ae
m37ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m37aw.w     90.0   0   0   0   0   0   0  18   1   0   0   1   0  aw
m37eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m37ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m37er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m37ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m37iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m37oa.w     95.0   0   0   0   0   0   0   0  19   1   0   0   0  oa
m37oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m37uh.w     95.0   0   0   0   0   0   0   0   0   1   0  19   0  uh
m37uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
m38ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m38ah.w     45.0   0   0   0   0   0   9   0   0   0   0  11   0  uh *
m38aw.w     75.0   0   0   0   0   0   3  15   0   0   0   2   0  aw
m38eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m38ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m38er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m38ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m38iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m38oa.w     95.0   0   0   0   0   0   1   0  19   0   0   0   0  oa
m38oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m38uh.w     95.0   0   0   0   0   0   0   0   0   1   0  19   0  uh
m38uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m39ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m39ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m39aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
m39eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m39ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m39er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m39ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m39iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m39oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m39oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m39uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m39uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m40ae.w     70.0   0   0   0   6  14   0   0   0   0   0   0   0  ae
m40ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m40aw.w     75.0   0   0   0   0   0   2  15   0   0   0   3   0  aw
m40eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m40ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m40er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m40ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m40iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m40oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m40oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m40uh.w     95.0   0   0   0   1   0   0   0   0   0   0  19   0  uh
m40uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m41ae.w      0.0   0   0   0  20   0   0   0   0   0   0   0   0  eh *
m41ah.w      0.0   0   0   0   0   0   0   0   0   0   0  20   0  uh *
m41aw.w     90.0   0   0   0   0   0   1  18   0   0   0   1   0  aw
m41eh.w     90.0   0   0   0  18   0   0   0   0   1   0   1   0  eh
m41ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m41er.w     95.0   0   0   0   0   1   0   0   0   0   0   0  19  er
m41ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
m41iy.w     95.0  19   1   0   0   0   0   0   0   0   0   0   0  iy
m41oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m41oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m41uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m41uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m42ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m42ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m42aw.w     95.0   0   0   0   0   0   0  19   0   0   0   1   0  aw
m42eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m42ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m42er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m42ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
m42iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m42oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m42oo.w     90.0   0   0   0   0   0   0   0   0  18   0   2   0  oo
m42uh.w     75.0   0   0   0   0   0   4   1   0   0   0  15   0  uh
m42uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
m44ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m44ah.w     95.0   0   0   0   0   0  19   0   0   0   1   0   0  ah
m44aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
m44eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
m44ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m44er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m44ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m44iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m44oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m44oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m44uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
m44uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m45ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m45ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m45aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
m45eh.w     50.0   0   0   0  10  10   0   0   0   0   0   0   0  eh
m45ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m45er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m45ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m45iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m45oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m45oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m45uh.w     90.0   0   0   0   0   0   0   2   0   0   0  18   0  uh
m45uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m47ae.w     90.0   0   0   0   2  18   0   0   0   0   0   0   0  ae
m47ah.w     85.0   0   0   0   0   0  17   2   0   0   0   1   0  ah
m47aw.w     80.0   0   0   0   0   0   2  16   0   0   0   2   0  aw
m47eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m47ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m47er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m47ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m47iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m47oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m47oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m47uh.w     80.0   0   0   0   0   0   0   1   0   3   0  16   0  uh
m47uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m48ae.w     80.0   0   0   0   4  16   0   0   0   0   0   0   0  ae
m48ah.w     90.0   0   0   0   0   0  18   1   0   0   0   1   0  ah
m48aw.w     90.0   0   0   0   0   0   0  18   0   1   0   1   0  aw
m48eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m48ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m48er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m48ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m48iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m48oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m48oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
m48uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m48uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
m49ae.w     75.0   0   0   0   5  15   0   0   0   0   0   0   0  ae
m49ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
m49aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
m49eh.w     90.0   0   2   0  18   0   0   0   0   0   0   0   0  eh
m49ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m49er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m49ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m49iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m49oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m49oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m49uh.w     95.0   0   0   0   0   1   0   0   0   0   0  19   0  uh
m49uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
m50ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
m50ah.w     90.0   0   0   0   0   1  18   1   0   0   0   0   0  ah
m50aw.w     10.0   0   0   0   0   0  18   2   0   0   0   0   0  ah *
m50eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
m50ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
m50er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
m50ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
m50iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
m50oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
m50oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
m50uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
m50uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w01ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w01ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w01aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
w01eh.w     75.0   0   0   1  15   0   0   0   0   0   0   3   1  eh
w01ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w01er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w01ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w01iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w01oa.w     95.0   0   0   0   0   0   1   0  19   0   0   0   0  oa
w01oo.w     75.0   0   0   0   0   0   0   0   0  15   5   0   0  oo
w01uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
w01uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w02ae.w     95.0   0   0   0   0  19   1   0   0   0   0   0   0  ae
w02ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w02aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w02eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w02ei.w     95.0   0   0  19   0   0   1   0   0   0   0   0   0  ei
w02er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w02ih.w     85.0   0  17   2   0   1   0   0   0   0   0   0   0  ih
w02iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w02oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w02oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w02uh.w     65.0   0   0   0   0   0   7   0   0   0   0  13   0  uh
w02uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w03ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w03ah.w     95.0   0   1   0   0   0  19   0   0   0   0   0   0  ah
w03aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w03eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
w03ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w03er.w     95.0   0   0   0   0   0   0   0   0   0   0   1  19  er
w03ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w03iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w03oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w03oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w03uh.w     80.0   0   0   0   0   0   2   1   0   1   0  16   0  uh
w03uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w04ae.w     95.0   0   0   1   0  19   0   0   0   0   0   0   0  ae
w04ah.w     85.0   0   0   0   0   0  17   2   0   0   0   1   0  ah
w04aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w04eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w04ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w04er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w04ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w04iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w04oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w04oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
w04uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w04uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w05ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w05ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w05aw.w     65.0   0   0   0   0   0   7  13   0   0   0   0   0  aw
w05eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
w05ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w05er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w05ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w05iy.w     95.0  19   0   0   0   1   0   0   0   0   0   0   0  iy
w05oa.w     95.0   0   0   0   0   0   0   0  19   0   0   0   1  oa
w05oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w05uh.w     80.0   0   0   0   0   0   3   1   0   0   0  16   0  uh
w05uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w06ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w06ah.w     90.0   0   0   0   0   0  18   1   0   0   0   1   0  ah
w06aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
w06eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w06ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w06er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w06ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w06iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w06oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w06oo.w     90.0   0   0   0   0   0   0   0   0  18   2   0   0  oo
w06uh.w     90.0   0   0   0   0   0   2   0   0   0   0  18   0  uh
w06uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w07ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w07ah.w     85.0   0   0   0   0   0  17   3   0   0   0   0   0  ah
w07aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w07eh.w     85.0   0   0   0  17   3   0   0   0   0   0   0   0  eh
w07ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w07er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w07ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
w07iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w07oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w07oo.w     95.0   0   0   0   0   0   0   0   1  19   0   0   0  oo
w07uh.w     65.0   0   0   0   0   0   7   0   0   0   0  13   0  uh
w07uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w08ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w08ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
w08aw.w     70.0   0   0   0   0   0   5  14   0   0   0   1   0  aw
w08eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w08ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w08er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w08ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w08iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w08oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w08oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w08uh.w     95.0   0   0   0   0   0   0   0   0   0   1  19   0  uh
w08uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w09ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w09ah.w     90.0   0   0   0   0   0  18   2   0   0   0   0   0  ah
w09aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w09eh.w     95.0   0   0   0  19   0   1   0   0   0   0   0   0  eh
w09ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w09er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w09ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w09iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w09oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w09oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
w09uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
w09uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w10ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w10ah.w     95.0   0   0   0   0   0  19   0   1   0   0   0   0  ah
w10aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w10eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w10ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w10er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w10ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w10iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w10oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w10oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w10uh.w     90.0   0   0   0   0   0   0   1   0   1   0  18   0  uh
w10uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w11ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w11ah.w     90.0   0   0   0   0   0  18   2   0   0   0   0   0  ah
w11aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w11eh.w     65.0   0   0   0  13   6   1   0   0   0   0   0   0  eh
w11ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w11er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w11ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
w11iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w11oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w11oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w11uh.w     90.0   0   0   0   0   0   2   0   0   0   0  18   0  uh
w11uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w12ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w12ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w12aw.w     30.0   0   0   0   0   0  14   6   0   0   0   0   0  ah *
w12eh.w     80.0   0   0   0  16   4   0   0   0   0   0   0   0  eh
w12ei.w     95.0   0   0  19   1   0   0   0   0   0   0   0   0  ei
w12er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w12ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w12iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
