col1 = Filename
col2 = Percent correct ID
col3 = Number (out of 20) heard as iy
col4 = Number (out of 20) heard as ih
col5 = Number (out of 20) heard as ei
col6 = Number (out of 20) heard as eh
col7 = Number (out of 20) heard as ae
col8 = Number (out of 20) heard as ah
col9 = Number (out of 20) heard as aw
col10= Number (out of 20) heard as oa
col11= Number (out of 20) heard as oo
col12= Number (out of 20) heard as uw
col13= Number (out of 20) heard as uh
col14= Number (out of 20) heard as er
col15= Signal heard predominately as this vowel

Note: An asterisk to the far right means that the majority vote was
      for a vowel other than that intended by the talker.

Filename    %ID   iy  ih  ei  eh  ae  ah  aw  oa  oo  uw  uh  er Vote
w12oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w12oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w12uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
w12uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w13ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w13ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w13aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w13eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w13ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w13er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w13ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
w13iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w13oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w13oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w13uh.w     80.0   0   0   0   0   0   3   1   0   0   0  16   0  uh
w13uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w14ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w14ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w14aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w14eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
w14ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w14er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w14ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w14iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w14oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w14oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w14uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w14uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w15ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w15ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w15aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w15eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w15ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w15er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w15ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w15iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w15oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w15oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w15uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
w15uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
w16ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w16ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w16aw.w     40.0   0   0   0   0   0  12   8   0   0   0   0   0  ah *
w16eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
w16ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w16er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w16ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w16iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w16oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w16oo.w     90.0   0   0   0   0   0   0   1   0  18   0   1   0  oo
w16uh.w     75.0   0   0   0   0   0   5   0   0   0   0  15   0  uh
w16uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w17ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w17ah.w     95.0   0   0   0   0   1  19   0   0   0   0   0   0  ah
w17aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w17eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w17ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w17er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w17ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
w17iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w17oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w17oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
w17uh.w     95.0   0   0   0   0   0   0   1   0   0   0  19   0  uh
w17uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w19ae.w     95.0   0   0   1   0  19   0   0   0   0   0   0   0  ae
w19ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
w19aw.w     65.0   0   0   0   0   0   7  13   0   0   0   0   0  aw
w19eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
w19ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w19er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w19ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w19iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w19oa.w     95.0   0   0   0   0   0   1   0  19   0   0   0   0  oa
w19oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w19uh.w     70.0   0   0   0   0   0   2   4   0   0   0  14   0  uh
w19uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
w20ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w20ah.w     65.0   0   0   0   0   0  13   7   0   0   0   0   0  ah
w20aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w20eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w20ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w20er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w20ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w20iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w20oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w20oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w20uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w20uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w21ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w21ah.w     90.0   0   0   0   0   0  18   1   0   0   0   1   0  ah
w21aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w21eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w21ei.w     95.0   1   0  19   0   0   0   0   0   0   0   0   0  ei
w21er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w21ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w21iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w21oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w21oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w21uh.w     75.0   0   0   0   0   0   2   3   0   0   0  15   0  uh
w21uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w22ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w22ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w22aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w22eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w22ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w22er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w22ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w22iy.w     95.0  19   0   1   0   0   0   0   0   0   0   0   0  iy
w22oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w22oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w22uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w22uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w23ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w23ah.w     90.0   0   0   0   0   0  18   1   0   0   0   1   0  ah
w23aw.w     50.0   0   0   0   0   0  10  10   0   0   0   0   0  ah *
w23eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w23ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w23er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w23ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
w23iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w23oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w23oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
w23uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w23uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w24ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w24ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w24aw.w     40.0   0   0   0   0   0  12   8   0   0   0   0   0  ah *
w24eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w24ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w24er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w24ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w24iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w24oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w24oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w24uh.w     90.0   0   0   0   0   0   1   1   0   0   0  18   0  uh
w24uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w25ae.w     95.0   0   0   0   0  19   0   0   1   0   0   0   0  ae
w25ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w25aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w25eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w25ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w25er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w25ih.w     65.0   0  13   0   6   1   0   0   0   0   0   0   0  ih
w25iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w25oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w25oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w25uh.w     60.0   0   0   0   0   0   3   5   0   0   0  12   0  uh
w25uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w26ae.w      0.0   0   0   0  20   0   0   0   0   0   0   0   0  eh *
w26ah.w     85.0   0   0   0   0   0  17   2   0   0   0   1   0  ah
w26aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w26eh.w     95.0   0   0   1  19   0   0   0   0   0   0   0   0  eh
w26ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w26er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w26ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w26iy.w     95.0  19   1   0   0   0   0   0   0   0   0   0   0  iy
w26oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w26oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w26uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w26uw.w     95.0   0   0   0   0   0   0   0   1   0  19   0   0  uw
w27ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w27ah.w     95.0   0   0   0   1   0  19   0   0   0   0   0   0  ah
w27aw.w     55.0   0   0   0   0   0   7  11   0   0   0   2   0  aw
w27eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w27ei.w     95.0   0   0  19   0   1   0   0   0   0   0   0   0  ei
w27er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w27ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w27iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w27oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w27oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w27uh.w     95.0   0   0   0   0   0   1   0   0   0   0  19   0  uh
w27uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w28ae.w     90.0   0   0   1   0  18   1   0   0   0   0   0   0  ae
w28ah.w     75.0   0   0   0   0   0  15   1   0   0   0   4   0  ah
w28aw.w     50.0   0   0   0   1   0   6  10   0   0   0   3   0  aw
w28eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w28ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w28er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w28ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w28iy.w     95.0  19   0   1   0   0   0   0   0   0   0   0   0  iy
w28oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w28oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w28uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w28uw.w     95.0   0   0   1   0   0   0   0   0   0  19   0   0  uw
w29ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w29ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w29aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w29eh.w     70.0   0   0   0  14   6   0   0   0   0   0   0   0  eh
w29ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w29er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w29ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w29iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w29oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w29oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w29uh.w     75.0   0   0   0   0   0   5   0   0   0   0  15   0  uh
w29uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w30ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w30ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w30aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w30eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w30ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w30er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w30ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w30iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w30oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w30oo.w     95.0   0   0   0   0   0   0   0   0  19   0   0   1  oo
w30uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w30uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w31ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w31ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w31aw.w     90.0   0   0   0   0   0   1  18   0   0   0   1   0  aw
w31eh.w     80.0   0   2   0  16   2   0   0   0   0   0   0   0  eh
w31ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w31er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w31ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w31iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w31oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w31oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w31uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w31uw.w     90.0   0   0   0   0   0   0   0   1   1  18   0   0  uw
w32ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w32ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
w32aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
w32eh.w     75.0   0   0   1  15   3   1   0   0   0   0   0   0  eh
w32ei.w     95.0   0   0  19   1   0   0   0   0   0   0   0   0  ei
w32er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w32ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w32iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w32oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w32oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w32uh.w     55.0   0   0   0   0   0   4   5   0   0   0  11   0  uh
w32uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w33ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w33ah.w     90.0   0   0   0   0   0  18   2   0   0   0   0   0  ah
w33aw.w     55.0   0   0   0   0   0   9  11   0   0   0   0   0  aw
w33eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w33ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w33er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w33ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w33iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w33oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w33oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w33uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w33uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w34ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w34ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w34aw.w     45.0   0   0   0   0   0  10   9   0   0   0   1   0  ah *
w34eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w34ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w34er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w34ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w34iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w34oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w34oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w34uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w34uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w35ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w35ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w35aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w35eh.w     55.0   0   0   0  11   9   0   0   0   0   0   0   0  eh
w35ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w35er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w35ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w35iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w35oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w35oo.w     95.0   0   0   0   1   0   0   0   0  19   0   0   0  oo
w35uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w35uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w36ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w36ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w36aw.w     75.0   0   0   0   0   0   5  15   0   0   0   0   0  aw
w36eh.w     85.0   0   0   0  17   3   0   0   0   0   0   0   0  eh
w36ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w36er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w36ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w36iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w36oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w36oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w36uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w36uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w37ae.w     80.0   0   0   0   4  16   0   0   0   0   0   0   0  ae
w37ah.w     55.0   0   0   0   0   0  11   9   0   0   0   0   0  ah
w37aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
w37eh.w     95.0   1   0   0  19   0   0   0   0   0   0   0   0  eh
w37ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w37er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w37ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w37iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w37oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w37oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w37uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w37uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w38ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w38ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w38aw.w     90.0   0   0   0   1   0   1  18   0   0   0   0   0  aw
w38eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w38ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w38er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w38ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
w38iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w38oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w38oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w38uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w38uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w39ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w39ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w39aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w39eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w39ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w39er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w39ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w39iy.w     95.0  19   1   0   0   0   0   0   0   0   0   0   0  iy
w39oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w39oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w39uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w39uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w40ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w40ah.w     85.0   0   0   0   0   0  17   3   0   0   0   0   0  ah
w40aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w40eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w40ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w40er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w40ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w40iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w40oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w40oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w40uh.w     75.0   0   0   0   0   0   2   3   0   0   0  15   0  uh
w40uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w41ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w41ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w41aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
w41eh.w     35.0   0   0   0   7  13   0   0   0   0   0   0   0  ae *
w41ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w41er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w41ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w41iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w41oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w41oo.w     90.0   0   0   0   0   0   0   0   0  18   2   0   0  oo
w41uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w41uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w42ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w42ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w42aw.w     85.0   0   0   0   0   0   3  17   0   0   0   0   0  aw
w42eh.w     95.0   0   0   0  19   0   0   0   0   1   0   0   0  eh
w42ei.w     70.0   6   0  14   0   0   0   0   0   0   0   0   0  ei
w42er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w42ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w42iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w42oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w42oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w42uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w42uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w44ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w44ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w44aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w44eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w44ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w44er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w44ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w44iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w44oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
